Scope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,25/06/2024 10:01,25/06/2024 10:03,25/06/2024 10:06,25/06/2024 10:09,25/06/2024 10:10,25/06/2024 10:10,25/06/2024 10:12,25/06/2024 10:13,25/06/2024 10:13,25/06/2024 10:15,25/06/2024 10:15,25/06/2024 10:15,25/06/2024 10:17,25/06/2024 10:17,25/06/2024 10:18,25/06/2024 10:20,25/06/2024 10:21,25/06/2024 10:21,25/06/2024 10:23,25/06/2024 10:25,25/06/2024 10:26,25/06/2024 10:26,25/06/2024 10:29,25/06/2024 10:29,25/06/2024 10:30,25/06/2024 10:33,25/06/2024 10:34,25/06/2024 10:34,25/06/2024 10:37,25/06/2024 10:37,25/06/2024 10:37
Name,AW-1-T-03-T-D2,AW-1-T-03-M-D2,AW-1-T-03-L-D2,AW-1-T-06-T-D2,AW-1-T-06-M-D2,AW-1-T-06-L-D2,AW-1-T-09-T-D2,AW-1-T-09-M-D2,AW-1-T-09-L-D2,AW-1-T-12-T-D2,AW-1-T-12-M-D2,AW-1-T-12-L-D2,AW-1-T-15-T-D2,AW-1-T-15-M-D2,AW-1-T-15-L-D2,AW-1-T-18-T-D2,AW-1-T-18-M-D2,AW-1-T-18-L-D2,Repeatition,AW-1-T-21-T-D2,AW-1-T-21-M-D2,AW-1-T-21-L-D2,AW-1-T-24-T-D2,AW-1-T-24-M-D2,AW-1-T-24-L-D2,AW-1-T-27-T-D2,AW-1-T-27-M-D2,AW-1-T-27-L-D2,AW-1-T-30-T-D2,AW-1-T-30-M-D2,AW-1-T-30-L-D2
GPS,12° 41.7815' N  36° 18.8300' E,12° 41.7815' N  36° 18.8300' E,12° 41.7815' N  36° 18.8300' E,12° 41.7815' N  36° 18.8263' E,12° 41.7815' N  36° 18.8263' E,12° 41.7815' N  36° 18.8263' E,12° 41.7851' N  36° 18.8264' E,12° 41.7851' N  36° 18.8264' E,12° 41.7851' N  36° 18.8264' E,12° 41.7888' N  36° 18.8367' E,12° 41.7888' N  36° 18.8367' E,12° 41.7888' N  36° 18.8367' E,12° 41.7934' N  36° 18.8438' E,12° 41.7934' N  36° 18.8438' E,12° 41.7934' N  36° 18.8438' E,12° 41.7872' N  36° 18.8430' E,12° 41.7872' N  36° 18.8430' E,12° 41.7872' N  36° 18.8430' E,12° 41.7833' N  36° 18.8467' E,12° 41.7833' N  36° 18.8467' E,12° 41.7833' N  36° 18.8467' E,12° 41.7833' N  36° 18.8467' E,12° 41.7850' N  36° 18.8529' E,12° 41.7850' N  36° 18.8529' E,12° 41.7850' N  36° 18.8529' E,12° 41.7845' N  36° 18.8510' E,12° 41.7845' N  36° 18.8510' E,12° 41.7845' N  36° 18.8510' E,12° 41.7928' N  36° 18.8479' E,12° 41.7928' N  36° 18.8479' E,12° 41.7928' N  36° 18.8479' E
-----------------------End of Scope ----------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absorbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,25/06/2024 10:01,25/06/2024 10:03,25/06/2024 10:06,25/06/2024 10:09,25/06/2024 10:10,25/06/2024 10:10,25/06/2024 10:12,25/06/2024 10:13,25/06/2024 10:13,25/06/2024 10:15,25/06/2024 10:15,25/06/2024 10:15,25/06/2024 10:17,25/06/2024 10:17,25/06/2024 10:18,25/06/2024 10:20,25/06/2024 10:21,25/06/2024 10:21,25/06/2024 10:23,25/06/2024 10:25,25/06/2024 10:26,25/06/2024 10:26,25/06/2024 10:29,25/06/2024 10:29,25/06/2024 10:30,25/06/2024 10:33,25/06/2024 10:34,25/06/2024 10:34,25/06/2024 10:37,25/06/2024 10:37,25/06/2024 10:37
Name,AW-1-T-03-T-D2,AW-1-T-03-M-D2,AW-1-T-03-L-D2,AW-1-T-06-T-D2,AW-1-T-06-M-D2,AW-1-T-06-L-D2,AW-1-T-09-T-D2,AW-1-T-09-M-D2,AW-1-T-09-L-D2,AW-1-T-12-T-D2,AW-1-T-12-M-D2,AW-1-T-12-L-D2,AW-1-T-15-T-D2,AW-1-T-15-M-D2,AW-1-T-15-L-D2,AW-1-T-18-T-D2,AW-1-T-18-M-D2,AW-1-T-18-L-D2,Repeatition,AW-1-T-21-T-D2,AW-1-T-21-M-D2,AW-1-T-21-L-D2,AW-1-T-24-T-D2,AW-1-T-24-M-D2,AW-1-T-24-L-D2,AW-1-T-27-T-D2,AW-1-T-27-M-D2,AW-1-T-27-L-D2,AW-1-T-30-T-D2,AW-1-T-30-M-D2,AW-1-T-30-L-D2
GPS,12° 41.7815' N  36° 18.8300' E,12° 41.7815' N  36° 18.8300' E,12° 41.7815' N  36° 18.8300' E,12° 41.7815' N  36° 18.8263' E,12° 41.7815' N  36° 18.8263' E,12° 41.7815' N  36° 18.8263' E,12° 41.7851' N  36° 18.8264' E,12° 41.7851' N  36° 18.8264' E,12° 41.7851' N  36° 18.8264' E,12° 41.7888' N  36° 18.8367' E,12° 41.7888' N  36° 18.8367' E,12° 41.7888' N  36° 18.8367' E,12° 41.7934' N  36° 18.8438' E,12° 41.7934' N  36° 18.8438' E,12° 41.7934' N  36° 18.8438' E,12° 41.7872' N  36° 18.8430' E,12° 41.7872' N  36° 18.8430' E,12° 41.7872' N  36° 18.8430' E,12° 41.7833' N  36° 18.8467' E,12° 41.7833' N  36° 18.8467' E,12° 41.7833' N  36° 18.8467' E,12° 41.7833' N  36° 18.8467' E,12° 41.7850' N  36° 18.8529' E,12° 41.7850' N  36° 18.8529' E,12° 41.7850' N  36° 18.8529' E,12° 41.7845' N  36° 18.8510' E,12° 41.7845' N  36° 18.8510' E,12° 41.7845' N  36° 18.8510' E,12° 41.7928' N  36° 18.8479' E,12° 41.7928' N  36° 18.8479' E,12° 41.7928' N  36° 18.8479' E
-----------------------End of Absorbance ----------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
