Scope,,,,,,,,,,,,
Time,28/06/2024 12:49,28/06/2024 12:49,28/06/2024 12:49,28/06/2024 12:51,28/06/2024 12:52,28/06/2024 12:54,28/06/2024 12:54,28/06/2024 12:55,28/06/2024 12:56,28/06/2024 12:56,28/06/2024 12:58,28/06/2024 12:58
Name,DG-1-O-1-T-D1,DG-1-O-1-M-D1,DG-1-O-1-L-D1,DG-1-O-2-T-D1,DG-1-O-2-M-D1,DG-1-O-2-L-D1,DG-1-O-3-T-D1,DG-1-O-3-M-D1,DG-1-O-3-L-D1,DG-1-O-4-T-D1,DG-1-O-4-M-D1,DG-1-O-4-L-D1
GPS,12° 44.5366' N  36° 8.1235' E,12° 44.5366' N  36° 8.1235' E,12° 44.5366' N  36° 8.1235' E,12° 44.5343' N  36° 8.1236' E,12° 44.5343' N  36° 8.1236' E,12° 44.5313' N  36° 8.1233' E,12° 44.5313' N  36° 8.1233' E,12° 44.5316' N  36° 8.1307' E,12° 44.5316' N  36° 8.1307' E,12° 44.5316' N  36° 8.1307' E,12° 44.5350' N  36° 8.1459' E,12° 44.5350' N  36° 8.1459' E
-----------------------End of Scope ----------------------,,,,,,,,,,,,
,,,,,,,,,,,,
Absorbance,,,,,,,,,,,,
Time,28/06/2024 12:49,28/06/2024 12:49,28/06/2024 12:49,28/06/2024 12:51,28/06/2024 12:52,28/06/2024 12:54,28/06/2024 12:54,28/06/2024 12:55,28/06/2024 12:56,28/06/2024 12:56,28/06/2024 12:58,28/06/2024 12:58
Name,DG-1-O-1-T-D1,DG-1-O-1-M-D1,DG-1-O-1-L-D1,DG-1-O-2-T-D1,DG-1-O-2-M-D1,DG-1-O-2-L-D1,DG-1-O-3-T-D1,DG-1-O-3-M-D1,DG-1-O-3-L-D1,DG-1-O-4-T-D1,DG-1-O-4-M-D1,DG-1-O-4-L-D1
GPS,12° 44.5366' N  36° 8.1235' E,12° 44.5366' N  36° 8.1235' E,12° 44.5366' N  36° 8.1235' E,12° 44.5343' N  36° 8.1236' E,12° 44.5343' N  36° 8.1236' E,12° 44.5313' N  36° 8.1233' E,12° 44.5313' N  36° 8.1233' E,12° 44.5316' N  36° 8.1307' E,12° 44.5316' N  36° 8.1307' E,12° 44.5316' N  36° 8.1307' E,12° 44.5350' N  36° 8.1459' E,12° 44.5350' N  36° 8.1459' E
-----------------------End of Absorbance ----------------------,,,,,,,,,,,,
,,,,,,,,,,,,
Transmitance,,,,,,,,,,,,
,,,,,,,,,,,,
Time,28/06/2024 12:49,28/06/2024 12:49,28/06/2024 12:49,28/06/2024 12:51,28/06/2024 12:52,28/06/2024 12:54,28/06/2024 12:54,28/06/2024 12:55,28/06/2024 12:56,28/06/2024 12:56,28/06/2024 12:58,28/06/2024 12:58
Name,DG-1-O-1-T-D1,DG-1-O-1-M-D1,DG-1-O-1-L-D1,DG-1-O-2-T-D1,DG-1-O-2-M-D1,DG-1-O-2-L-D1,DG-1-O-3-T-D1,DG-1-O-3-M-D1,DG-1-O-3-L-D1,DG-1-O-4-T-D1,DG-1-O-4-M-D1,DG-1-O-4-L-D1
GPS,12° 44.5366' N  36° 8.1235' E,12° 44.5366' N  36° 8.1235' E,12° 44.5366' N  36° 8.1235' E,12° 44.5343' N  36° 8.1236' E,12° 44.5343' N  36° 8.1236' E,12° 44.5313' N  36° 8.1233' E,12° 44.5313' N  36° 8.1233' E,12° 44.5316' N  36° 8.1307' E,12° 44.5316' N  36° 8.1307' E,12° 44.5316' N  36° 8.1307' E,12° 44.5350' N  36° 8.1459' E,12° 44.5350' N  36° 8.1459' E
NDVI,0.318854861,0.31029734,0.241223954,0.389405491,0.367951775,0.277828819,0.361590303,0.410426633,0.327237229,0.37999801,0.298475899,0.335506182
SR,1.936231773,1.899800328,1.63582385,2.275496212,2.164315505,1.769426491,2.132784493,2.392283492,1.972816104,2.225796098,1.850935551,2.009809792
MCARI1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSAVI,0.630723038,0.599525951,0.543645211,0.664372622,0.639801534,0.582394639,0.630913825,0.692784672,0.628545662,0.634790549,0.606039065,0.626789062
G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TVI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZMI,1.09869187,1.087943426,1.127406018,1.054623679,1.0850155,1.152200905,1.037954092,1.063230894,1.150221689,1.113570418,1.152194145,1.130910984
SPRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPQI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
