Scope,,,,,,,,,,,,
Time,25/06/2024 11:10,25/06/2024 11:11,25/06/2024 11:11,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:15,25/06/2024 11:15,25/06/2024 11:15
Name,AW-1-O-1-T-D2,AW-1-O-1-M-D2,AW-1-O-1-L-D2,AW-1-O-2-T-D2,AW-1-O-2-M-D2,AW-1-O-2-L-D2,AW-1-O-3-T-D2,AW-1-O-3-M-D2,AW-1-O-3-L-D2,AW-1-O-4-T-D2,AW-1-O-4-M-D2,AW-1-O-4-L-D2
GPS,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E
-----------------------End of Scope ----------------------,,,,,,,,,,,,
,,,,,,,,,,,,
Absorbance,,,,,,,,,,,,
Time,25/06/2024 11:10,25/06/2024 11:11,25/06/2024 11:11,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:15,25/06/2024 11:15,25/06/2024 11:15
Name,AW-1-O-1-T-D2,AW-1-O-1-M-D2,AW-1-O-1-L-D2,AW-1-O-2-T-D2,AW-1-O-2-M-D2,AW-1-O-2-L-D2,AW-1-O-3-T-D2,AW-1-O-3-M-D2,AW-1-O-3-L-D2,AW-1-O-4-T-D2,AW-1-O-4-M-D2,AW-1-O-4-L-D2
GPS,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E
-----------------------End of Absorbance ----------------------,,,,,,,,,,,,
,,,,,,,,,,,,
Transmitance,,,,,,,,,,,,
,,,,,,,,,,,,
Time,25/06/2024 11:10,25/06/2024 11:11,25/06/2024 11:11,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:12,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:14,25/06/2024 11:15,25/06/2024 11:15,25/06/2024 11:15
Name,AW-1-O-1-T-D2,AW-1-O-1-M-D2,AW-1-O-1-L-D2,AW-1-O-2-T-D2,AW-1-O-2-M-D2,AW-1-O-2-L-D2,AW-1-O-3-T-D2,AW-1-O-3-M-D2,AW-1-O-3-L-D2,AW-1-O-4-T-D2,AW-1-O-4-M-D2,AW-1-O-4-L-D2
GPS,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7906' N  36° 18.8176' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7810' N  36° 18.8122' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E,12° 41.7790' N  36° 18.8127' E
NDVI,0.449419093,0.410838114,0.495442648,0.463855162,0.400169783,0.434909842,0.364442627,0.474544484,0.450470662,0.403320806,0.475255665,0.354519453
SR,2.632526982,2.394652723,2.963870492,2.730335268,2.334276841,2.539258246,2.146844149,2.806221345,2.639478114,2.35188493,2.811379878,2.098466729
MCARI1,0.693986463,0.594656478,0.716854545,0.726662973,0.680473085,0.685420117,0.688473189,0.705520143,0.729669973,0.722400525,0.75990128,0.645255441
OSAVI,0.523104564,0.472544344,0.559626619,0.536887751,0.480737621,0.51803499,0.448282388,0.536281264,0.531266125,0.492013915,0.556203683,0.469468025
G,1.909397206,1.579456967,1.977492563,1.95876771,1.690079365,2.053988791,1.652452785,1.91584107,2.017375097,1.808676642,2.185100075,1.964902462
MCARI,0.198576215,0.174655318,0.190312517,0.216136312,0.20482186,0.261492272,0.194756769,0.212059739,0.248870375,0.206814086,0.288627422,0.281328816
TCARI,-0.211704294,-0.186268875,-0.198303923,-0.220134578,-0.22417702,-0.231075948,-0.252139185,-0.210455284,-0.236353687,-0.239135953,-0.255348434,-0.243461999
TVI,25.4930537,22.26593915,26.45603807,26.82457394,25.40884228,25.37173277,25.48295374,26.30812166,26.72306977,26.50819147,27.98480219,23.34556312
ZMI,1.497632278,1.443198168,1.634442758,1.518292445,1.417917026,1.377974877,1.377449488,1.499229581,1.414399568,1.457780538,1.418540196,1.246841278
SPRI,0.866837508,0.749425717,1.023045976,1.014140112,0.831713891,0.866504436,0.799157685,0.889522103,0.965170163,0.861644636,0.963491515,0.804240539
NPQI,-0.061780368,-0.057828845,-0.018263258,-0.013307559,-0.010720088,-0.008762261,-0.102673348,-0.019114921,0.00615461,-0.07820064,0.000106937,-0.013175348
PRI,0.009992911,-0.0081415,0.020939002,0.016730356,-0.001169186,0.009948599,-0.005004946,0.017160475,0.014121351,0.000999997,0.021419832,-0.011356648
NPCI,0.071330521,0.143232308,-0.011391722,-0.007020421,0.091873578,0.071521697,0.111631302,0.058468698,0.017723573,0.074318891,0.018593656,0.108499647
Ctr1,1.821026258,2.078068903,1.498875312,1.543423945,1.801006992,1.818386102,1.921182715,1.618030397,1.658413873,1.903679735,1.717294771,2.098412619
Ctr2,0.420221055,0.482058032,0.378699737,0.415371567,0.481689696,0.45916355,0.505069281,0.410765995,0.432897844,0.466415215,0.424623024,0.544765319
Lic1,0.569207485,0.509882766,0.610863515,0.583516531,0.512541739,0.570190015,0.474740618,0.57737826,0.572625904,0.527497196,0.600698465,0.522832236
Lic2,0.740724269,0.628076845,0.825894749,0.801829482,0.675061819,0.675900616,0.697147559,0.745386178,0.753905091,0.716813573,0.719267415,0.608030754
SIPI,0.545442671,0.528099648,0.568193923,0.541900422,0.512379972,0.548132914,0.47434132,0.560632037,0.545628635,0.504667505,0.571555173,0.51005864
GM1,1.903495209,1.974413126,2.08830919,1.932048464,1.847615302,1.821715965,1.701141563,1.985851268,1.833544293,1.78175974,1.857512641,1.619353687
GM2,1.973438316,1.791496374,2.182344313,1.997780254,1.787768333,1.795780336,1.709101629,2.010785204,1.879892183,1.831317048,1.91460311,1.545964625
ARI1,-0.144998478,0.389132453,-0.192531589,-0.131500968,0.115663554,0.055455535,-0.014781185,-0.050631774,-0.094424125,-0.094547772,-0.11578138,0.16411812
ARI2,-0.070824774,0.187196991,-0.095917803,-0.066820749,0.060589771,0.026217058,-0.007986812,-0.025308169,-0.046769622,-0.050348457,-0.057667875,0.074448285
CRI1,1.583774883,1.416979368,1.569928982,1.473086828,1.310938823,1.867866542,1.107897513,1.755288531,1.660762968,1.186133296,1.895717266,1.611591828
CRI2,1.438776405,1.806111821,1.377397393,1.34158586,1.426602378,1.923322077,1.093116328,1.704656758,1.566338843,1.091585524,1.779935886,1.775709948
RDVI,0.448050755,0.405788931,0.478069521,0.463068741,0.423760769,0.437619625,0.403635839,0.459493639,0.456048995,0.435617852,0.474273414,0.396505176
-----------------------End of Transmitance ----------------------,,,,,,,,,,,,
