"","ID","Location","site_num","Tapping","Tree_num","C_pos.","Device","nm","refl","Tree_ID","r800","NDVI","SR"
"169","LLT-1-I-27-L-D2","LLT-1",1,"I",27,"L","D2",793,0.423981355941433,"LLT-1-I-27-L",0.423981355941433,0.657559930445281,4.84634885926135
"170","LLT-1-I-27-M-D2","LLT-1",1,"I",27,"M","D2",793,0.431506750067017,"LLT-1-I-27-M",0.431506750067017,0.559599857993059,3.55620023981943
"171","LLT-1-I-27-T-D2","LLT-1",1,"I",27,"T","D2",793,0.432810184879342,"LLT-1-I-27-T",0.432810184879342,0.655442536502156,4.78649531096565
"172","LLT-1-I-30-L-D2","LLT-1",1,"I",30,"L","D2",793,0.409689965105416,"LLT-1-I-30-L",0.409689965105416,0.541711448956331,3.38353557013455
"173","LLT-1-I-30-M-D2","LLT-1",1,"I",30,"M","D2",793,0.44613775267633,"LLT-1-I-30-M",0.44613775267633,0.588768126110342,3.87771363239285
"174","LLT-1-I-30-T-D2","LLT-1",1,"I",30,"T","D2",793,0.444873500092962,"LLT-1-I-30-T",0.444873500092962,0.524460077020236,3.18789092275883
"175","LLT-1-O-1-L-D2","LLT-1",1,"O",1,"L","D2",793,13.0199121887941,"LLT-1-O-1-L",13.0199121887941,0.550248685495875,3.43342293597106
"176","LLT-1-O-1-M-D2","LLT-1",1,"O",1,"M","D2",793,12.1693388028621,"LLT-1-O-1-M",12.1693388028621,0.451199979555958,2.59797554011845
"177","LLT-1-O-1-T-D2","LLT-1",1,"O",1,"T","D2",793,12.0929012270189,"LLT-1-O-1-T",12.0929012270189,0.524221286040688,3.20279752685675
"178","LLT-1-O-2-L-D2","LLT-1",1,"O",2,"L","D2",793,12.3729866543949,"LLT-1-O-2-L",12.3729866543949,0.358747517555517,2.11620138873356
"179","LLT-1-O-2-M-D2","LLT-1",1,"O",2,"M","D2",793,11.5978214281981,"LLT-1-O-2-M",11.5978214281981,0.454704647770707,2.66044671697037
"180","LLT-1-O-2-T-D2","LLT-1",1,"O",2,"T","D2",793,11.9813366960908,"LLT-1-O-2-T",11.9813366960908,0.484626046492862,2.8710525023543
"181","LLT-1-O-3-L-D2","LLT-1",1,"O",3,"L","D2",793,36.1318627450981,"LLT-1-O-3-L",36.1318627450981,0.786286081303876,7.78605612964975
"182","LLT-1-O-3-M-D2","LLT-1",1,"O",3,"M","D2",793,36.8706171107994,"LLT-1-O-3-M",36.8706171107994,0.780333859719248,7.41964692320493
"183","LLT-1-O-3-T-D2","LLT-1",1,"O",3,"T","D2",793,12.1624704786007,"LLT-1-O-3-T",12.1624704786007,0.550545670228867,3.4417937982766
"184","LLT-1-O-4-L-D2","LLT-1",1,"O",4,"L","D2",793,11.7036306823763,"LLT-1-O-4-L",11.7036306823763,0.467634312690523,2.75508231703428
"185","LLT-1-O-4-M-D2","LLT-1",1,"O",4,"M","D2",793,12.2639179296654,"LLT-1-O-4-M",12.2639179296654,0.441513229680678,2.61525069695322
"186","LLT-1-O-4-T-D2","LLT-1",1,"O",4,"T","D2",793,12.4486939603428,"LLT-1-O-4-T",12.4486939603428,0.462995708676492,2.71781623906503
"187","LLT-1-T-03-L-D2","LLT-1",1,"T",3,"L","D2",793,0.413219004834422,"LLT-1-T-03-L",0.413219004834422,0.534955300470148,3.28690780744536
"188","LLT-1-T-03-M-D2","LLT-1",1,"T",3,"M","D2",793,0.466451283315106,"LLT-1-T-03-M",0.466451283315106,0.575967252926034,3.75528323991818
"189","LLT-1-T-03-T-D2","LLT-1",1,"T",3,"T","D2",793,0.436854684222956,"LLT-1-T-03-T",0.436854684222956,0.577271907654105,3.67326717850214
"190","LLT-1-T-06-L-D2","LLT-1",1,"T",6,"L","D2",793,0.451642263451817,"LLT-1-T-06-L",0.451642263451817,0.593993251069482,3.93506008392675
"191","LLT-1-T-06-M-D2","LLT-1",1,"T",6,"M","D2",793,0.41609668356978,"LLT-1-T-06-M",0.41609668356978,0.611562252104888,4.11427613101914
"192","LLT-1-T-06-T-D2","LLT-1",1,"T",6,"T","D2",793,0.435579762948175,"LLT-1-T-06-T",0.435579762948175,0.573306266383284,3.69428283257222
"193","LLT-1-T-09-L-D2","LLT-1",1,"T",9,"L","D2",793,0.37253229650069,"LLT-1-T-09-L",0.37253229650069,0.688104632912686,5.38351617832092
"194","LLT-1-T-09-M-D2","LLT-1",1,"T",9,"M","D2",793,0.409502660481611,"LLT-1-T-09-M",0.409502660481611,0.57925883504803,3.72917332542356
"195","LLT-1-T-09-T-D2","LLT-1",1,"T",9,"T","D2",793,0.415229517522593,"LLT-1-T-09-T",0.415229517522593,0.64904450489648,4.69914424212279
"196","LLT-1-T-12-L-D2","LLT-1",1,"T",12,"L","D2",793,0.418819664617984,"LLT-1-T-12-L",0.418819664617984,0.550454914769764,3.43935457872556
"197","LLT-1-T-12-M-D2","LLT-1",1,"T",12,"M","D2",793,0.410792938286439,"LLT-1-T-12-M",0.410792938286439,0.695450989668318,5.54281997559332
"198","LLT-1-T-12-T-D2","LLT-1",1,"T",12,"T","D2",793,0.457763402427801,"LLT-1-T-12-T",0.457763402427801,0.579420724931328,3.75572367747911
"199","LLT-1-T-15-L-D2","LLT-1",1,"T",15,"L","D2",793,0.437686721485398,"LLT-1-T-15-L",0.437686721485398,0.517802483962426,3.14515353108413
"200","LLT-1-T-15-M-D2","LLT-1",1,"T",15,"M","D2",793,0.411756877453056,"LLT-1-T-15-M",0.411756877453056,0.517850607162737,3.18182670947174
"201","LLT-1-T-15-T-D2","LLT-1",1,"T",15,"T","D2",793,0.40959937123598,"LLT-1-T-15-T",0.40959937123598,0.656441352666353,4.80531595453827
"202","LLT-1-T-18-L-D2","LLT-1",1,"T",18,"L","D2",793,0.409600291981864,"LLT-1-T-18-L",0.409600291981864,0.599139179796805,4.01007247318662
"203","LLT-1-T-18-M-D2","LLT-1",1,"T",18,"M","D2",793,0.449866336451678,"LLT-1-T-18-M",0.449866336451678,0.596731777305066,3.99661762642007
"204","LLT-1-T-18-T-D2","LLT-1",1,"T",18,"T","D2",793,0.43167643903559,"LLT-1-T-18-T",0.43167643903559,0.641233391226062,4.62451946515355
"205","LLT-1-T-21-L-D2","LLT-1",1,"T",21,"L","D2",793,0.417384834051657,"LLT-1-T-21-L",0.417384834051657,0.565947822106642,3.6185174616146
"206","LLT-1-T-21-M-D2","LLT-1",1,"T",21,"M","D2",793,0.413154516383959,"LLT-1-T-21-M",0.413154516383959,0.633360241002175,4.48456121045304
"207","LLT-1-T-21-T-D2","LLT-1",1,"T",21,"T","D2",793,0.418121502951134,"LLT-1-T-21-T",0.418121502951134,0.644443645114267,4.62173162130616
"208","LLT-1-T-24-L-D2","LLT-1",1,"T",24,"L","D2",793,0.4196290317477,"LLT-1-T-24-L",0.4196290317477,0.573250764631617,3.72255007027917
"209","LLT-1-T-24-M-D2","LLT-1",1,"T",24,"M","D2",793,0.432419988422955,"LLT-1-T-24-M",0.432419988422955,0.635584480621587,4.51096435747164
"210","LLT-1-T-24-T-D2","LLT-1",1,"T",24,"T","D2",793,0.444233025551935,"LLT-1-T-24-T",0.444233025551935,0.603964020322845,4.00869979669474
"211","LLT-1-T-27-L-D2","LLT-1",1,"T",27,"L","D2",793,0.421800800710243,"LLT-1-T-27-L",0.421800800710243,0.721370281669986,6.24104504741874
"212","LLT-1-T-27-M-D2","LLT-1",1,"T",27,"M","D2",793,0.460995351093934,"LLT-1-T-27-M",0.460995351093934,0.619452369078679,4.29796745696866
"213","LLT-1-T-27-T-D2","LLT-1",1,"T",27,"T","D2",793,0.460542391433653,"LLT-1-T-27-T",0.460542391433653,0.646999741037739,4.65730575695107
"214","LLT-1-T-30-L-D2","LLT-1",1,"T",30,"L","D2",793,0.376174395478411,"LLT-1-T-30-L",0.376174395478411,0.58453952845231,3.8155138125999
"215","LLT-1-T-30-M-D2","LLT-1",1,"T",30,"M","D2",793,0.439773834156211,"LLT-1-T-30-M",0.439773834156211,0.615417778725126,4.2248725360264
"216","LLT-1-T-30-T-D2","LLT-1",1,"T",30,"T","D2",793,0.418610307709997,"LLT-1-T-30-T",0.418610307709997,0.649355435532199,4.75635253064503
"217","LLT-2-I-03-L-D2","LLT-2",2,"I",3,"L","D2",793,11.8479212991038,"LLT-2-I-03-L",11.8479212991038,0.646493371025767,4.71451885253422
"218","LLT-2-I-03-M-D2","LLT-2",2,"I",3,"M","D2",793,13.0640741210277,"LLT-2-I-03-M",13.0640741210277,0.657605048128209,4.83097992318542
"219","LLT-2-I-03-T-D2","LLT-2",2,"I",3,"T","D2",793,15.9247169239429,"LLT-2-I-03-T",15.9247169239429,0.708947376155896,5.93320631312868
"220","LLT-2-I-06-L-D2","LLT-2",2,"I",6,"L","D2",793,13.1246276515721,"LLT-2-I-06-L",13.1246276515721,0.755371753077364,7.17334525814605
"221","LLT-2-I-06-M-D2","LLT-2",2,"I",6,"M","D2",793,12.0210739546961,"LLT-2-I-06-M",12.0210739546961,0.640659399681203,4.5740734404617
"222","LLT-2-I-06-T-D2","LLT-2",2,"I",6,"T","D2",793,30.7918974922823,"LLT-2-I-06-T",30.7918974922823,0.808574980522783,9.37110410048747
"223","LLT-2-I-09-L-D2","LLT-2",2,"I",9,"L","D2",793,-600.317647058822,"LLT-2-I-09-L",-600.317647058822,1.01842853350574,-152.275584719134
"224","LLT-2-I-09-M-D2","LLT-2",2,"I",9,"M","D2",793,12.4447341241351,"LLT-2-I-09-M",12.4447341241351,0.727468328366408,6.46933383071804
"225","LLT-2-I-09-T-D2","LLT-2",2,"I",9,"T","D2",793,16.324210740238,"LLT-2-I-09-T",16.324210740238,0.764028872153238,7.56701255662613
"226","LLT-2-I-12-L-D2","LLT-2",2,"I",12,"L","D2",793,12.8887424057461,"LLT-2-I-12-L",12.8887424057461,0.767870130186748,7.67434921895763
"227","LLT-2-I-12-M-D2","LLT-2",2,"I",12,"M","D2",793,17.089756097561,"LLT-2-I-12-M",17.089756097561,0.692746622680315,5.53032084613124
"228","LLT-2-I-12-T-D2","LLT-2",2,"I",12,"T","D2",793,19.1322231503687,"LLT-2-I-12-T",19.1322231503687,0.761807896197926,7.51916080807384
"229","LLT-2-I-15-L-D2","LLT-2",2,"I",15,"L","D2",793,47.9166598107775,"LLT-2-I-15-L",47.9166598107775,0.887552287239648,16.9614162597131
"230","LLT-2-I-15-M-D2","LLT-2",2,"I",15,"M","D2",793,16.227963800905,"LLT-2-I-15-M",16.227963800905,0.793836325928518,8.77066112828747
"231","LLT-2-I-15-T-D2","LLT-2",2,"I",15,"T","D2",793,16.0390608059969,"LLT-2-I-15-T",16.0390608059969,0.756184651371944,7.26798347932455
"232","LLT-2-I-18-L-D2","LLT-2",2,"I",18,"L","D2",793,22.5094343366695,"LLT-2-I-18-L",22.5094343366695,0.742173970428935,6.88889203652173
"233","LLT-2-I-18-M-D2","LLT-2",2,"I",18,"M","D2",793,14.4189408314646,"LLT-2-I-18-M",14.4189408314646,0.787538831761239,8.53701036332077
"234","LLT-2-I-18-T-D2","LLT-2",2,"I",18,"T","D2",793,12.5827575474634,"LLT-2-I-18-T",12.5827575474634,0.727325387517527,6.42075493675805
"235","LLT-2-I-21-L-D2","LLT-2",2,"I",21,"L","D2",793,12.5342552447642,"LLT-2-I-21-L",12.5342552447642,0.710356421053827,5.94069178031467
"236","LLT-2-I-21-M-D2","LLT-2",2,"I",21,"M","D2",793,12.1119703058031,"LLT-2-I-21-M",12.1119703058031,0.675060006001115,5.26691829121833
"237","LLT-2-I-21-T-D2","LLT-2",2,"I",21,"T","D2",793,11.3545191251373,"LLT-2-I-21-T",11.3545191251373,0.651629220966479,4.78687686558987
"238","LLT-2-I-24-L-D2","LLT-2",2,"I",24,"L","D2",793,12.790210542958,"LLT-2-I-24-L",12.790210542958,0.623296179701084,4.36540049443825
"239","LLT-2-I-24-M-D2","LLT-2",2,"I",24,"M","D2",793,13.5787336961216,"LLT-2-I-24-M",13.5787336961216,0.69383445263952,5.57639390230962
"240","LLT-2-I-24-T-D2","LLT-2",2,"I",24,"T","D2",793,15.047429141148,"LLT-2-I-24-T",15.047429141148,0.626049841366762,4.39569249568255
"241","LLT-2-I-27-L-D2","LLT-2",2,"I",27,"L","D2",793,21.5265046415918,"LLT-2-I-27-L",21.5265046415918,0.735192404024728,6.65051417285186
"242","LLT-2-I-27-M-D2","LLT-2",2,"I",27,"M","D2",793,13.2729103637256,"LLT-2-I-27-M",13.2729103637256,0.711993509921103,6.01773322076405
"243","LLT-2-I-27-T-D2","LLT-2",2,"I",27,"T","D2",793,12.6694753879084,"LLT-2-I-27-T",12.6694753879084,0.702454330114476,5.77894976420401
"244","LLT-2-I-30-L-D2","LLT-2",2,"I",30,"L","D2",793,15.6988312566406,"LLT-2-I-30-L",15.6988312566406,0.773752443838754,7.96168258869864
"245","LLT-2-I-30-M-D2","LLT-2",2,"I",30,"M","D2",793,19.245554917491,"LLT-2-I-30-M",19.245554917491,0.721009908047065,6.20745258345248
"246","LLT-2-I-30-T-D2","LLT-2",2,"I",30,"T","D2",793,13.2217153947203,"LLT-2-I-30-T",13.2217153947203,0.725214529151655,6.33483764869926
"247","LLT-2-O-1-L-D2","LLT-2",2,"O",1,"L","D2",793,13.7092272820286,"LLT-2-O-1-L",13.7092272820286,0.532738883081084,3.33050629079824
"248","LLT-2-O-1-M-D2","LLT-2",2,"O",1,"M","D2",793,13.7499917100797,"LLT-2-O-1-M",13.7499917100797,0.525318855957557,3.23049127782669
"249","LLT-2-O-1-T-D2","LLT-2",2,"O",1,"T","D2",793,14.2102981319916,"LLT-2-O-1-T",14.2102981319916,0.555613448885684,3.55946753438889
"250","LLT-2-O-2-L-D2","LLT-2",2,"O",2,"L","D2",793,13.1397135143872,"LLT-2-O-2-L",13.1397135143872,0.464352995833979,2.78347449086334
"251","LLT-2-O-2-M-D2","LLT-2",2,"O",2,"M","D2",793,13.6129001944145,"LLT-2-O-2-M",13.6129001944145,0.450551631750633,2.68878431605189
"252","LLT-2-O-2-T-D2","LLT-2",2,"O",2,"T","D2",793,-29.2534840971272,"LLT-2-O-2-T",-29.2534840971272,1.66211629808895,-4.13567517741417
"253","LLT-2-O-3-L-D2","LLT-2",2,"O",3,"L","D2",793,12.6502191464821,"LLT-2-O-3-L",12.6502191464821,0.534191061679768,3.33832770033178
"254","LLT-2-O-3-M-D2","LLT-2",2,"O",3,"M","D2",793,-14.492991977779,"LLT-2-O-3-M",-14.492991977779,1.73494243363806,-3.77816187187066
"255","LLT-2-O-3-T-D2","LLT-2",2,"O",3,"T","D2",793,-1508.82352941176,"LLT-2-O-3-T",-1508.82352941176,1.00571686512887,-554.402734383447
"256","LLT-2-O-4-L-D2","LLT-2",2,"O",4,"L","D2",793,12.3117191724295,"LLT-2-O-4-L",12.3117191724295,0.500402585890854,3.03446109717032
"257","LLT-2-O-4-M-D2","LLT-2",2,"O",4,"M","D2",793,13.4663865546218,"LLT-2-O-4-M",13.4663865546218,0.533727616712685,3.33842410452916
"258","LLT-2-O-4-T-D2","LLT-2",2,"O",4,"T","D2",793,13.4688504701243,"LLT-2-O-4-T",13.4688504701243,0.335652067153363,2.03840219453863
"259","LLT-2-T-03-L-D2","LLT-2",2,"T",3,"L","D2",793,21.6906833739413,"LLT-2-T-03-L",21.6906833739413,0.609216376834991,4.21378987479827
"260","LLT-2-T-03-M-D2","LLT-2",2,"T",3,"M","D2",793,17.7557448318694,"LLT-2-T-03-M",17.7557448318694,0.661281475261827,4.96928053149995
"261","LLT-2-T-03-T-D2","LLT-2",2,"T",3,"T","D2",793,21.2970922459893,"LLT-2-T-03-T",21.2970922459893,0.760233702781684,7.2298155918232
"262","LLT-2-T-06-L-D2","LLT-2",2,"T",6,"L","D2",793,34.0458526107072,"LLT-2-T-06-L",34.0458526107072,0.843030154933825,11.7604059791943
"263","LLT-2-T-06-M-D2","LLT-2",2,"T",6,"M","D2",793,24.9942503317117,"LLT-2-T-06-M",24.9942503317117,0.767403820911819,7.53343022902346
"264","LLT-2-T-06-T-D2","LLT-2",2,"T",6,"T","D2",793,-29.0020469726352,"LLT-2-T-06-T",-29.0020469726352,1.52096569650055,-4.94850619957959
"265","LLT-2-T-09-L-D2","LLT-2",2,"T",9,"L","D2",793,15.6187502076711,"LLT-2-T-09-L",15.6187502076711,0.689434428970885,5.44800705366961
"266","LLT-2-T-09-M-D2","LLT-2",2,"T",9,"M","D2",793,15.5540956671237,"LLT-2-T-09-M",15.5540956671237,0.644456324604374,4.6504240816604
"267","LLT-2-T-09-T-D2","LLT-2",2,"T",9,"T","D2",793,16.7859238643332,"LLT-2-T-09-T",16.7859238643332,0.683494293908951,5.43259333196838
"268","LLT-2-T-12-L-D2","LLT-2",2,"T",12,"L","D2",793,18.8013538748833,"LLT-2-T-12-L",18.8013538748833,0.724162297585923,6.33198856380169
"269","LLT-2-T-12-M-D2","LLT-2",2,"T",12,"M","D2",793,16.864987891978,"LLT-2-T-12-M",16.864987891978,0.670043162967588,5.09244571422529
"270","LLT-2-T-12-T-D2","LLT-2",2,"T",12,"T","D2",793,15.3776138362321,"LLT-2-T-12-T",15.3776138362321,0.624065200191153,4.28769177433251
"271","LLT-2-T-15-L-D2","LLT-2",2,"T",15,"L","D2",793,18.0091617330652,"LLT-2-T-15-L",18.0091617330652,0.591081281119033,3.96552074742465
"272","LLT-2-T-15-M-D2","LLT-2",2,"T",15,"M","D2",793,21.4477435418612,"LLT-2-T-15-M",21.4477435418612,0.710028293259583,5.89614202254114
"273","LLT-2-T-15-T-D2","LLT-2",2,"T",15,"T","D2",793,25.2656361814799,"LLT-2-T-15-T",25.2656361814799,0.659536985350109,4.9440148141045
"274","LLT-2-T-18-L-D2","LLT-2",2,"T",18,"L","D2",793,31.4900546757165,"LLT-2-T-18-L",31.4900546757165,0.837670099551381,11.2914636940479
"275","LLT-2-T-18-M-D2","LLT-2",2,"T",18,"M","D2",793,41.6880755922278,"LLT-2-T-18-M",41.6880755922278,0.839179584610149,11.369266416541
"276","LLT-2-T-18-T-D2","LLT-2",2,"T",18,"T","D2",793,19.57466617567,"LLT-2-T-18-T",19.57466617567,0.725057741118841,6.34442496293684
"277","LLT-2-T-21-L-D2","LLT-2",2,"T",21,"L","D2",793,19.6396301944338,"LLT-2-T-21-L",19.6396301944338,0.645607336963729,4.65812146310639
"278","LLT-2-T-21-M-D2","LLT-2",2,"T",21,"M","D2",793,18.8309580282134,"LLT-2-T-21-M",18.8309580282134,0.758500370141734,7.40545215051882
"279","LLT-2-T-21-T-D2","LLT-2",2,"T",21,"T","D2",793,24.5505188652642,"LLT-2-T-21-T",24.5505188652642,0.684553921224793,5.46712399890431
"280","LLT-2-T-24-L-D2","LLT-2",2,"T",24,"L","D2",793,21.0479934443657,"LLT-2-T-24-L",21.0479934443657,0.738661426885597,6.63643874635274
"281","LLT-2-T-24-M-D2","LLT-2",2,"T",24,"M","D2",793,100.157395385998,"LLT-2-T-24-M",100.157395385998,0.89180654872658,19.141350925212
"282","LLT-2-T-24-T-D2","LLT-2",2,"T",24,"T","D2",793,17.6500495079516,"LLT-2-T-24-T",17.6500495079516,0.61290684247201,4.25441473613069
"283","LLT-2-T-27-L-D2","LLT-2",2,"T",27,"L","D2",793,16.8067204553272,"LLT-2-T-27-L",16.8067204553272,0.659275947674013,4.85721630846859
"284","LLT-2-T-27-M-D2","LLT-2",2,"T",27,"M","D2",793,16.8707189542484,"LLT-2-T-27-M",16.8707189542484,0.615362843414276,4.21445439081402
"285","LLT-2-T-27-T-D2","LLT-2",2,"T",27,"T","D2",793,18.2357195530092,"LLT-2-T-27-T",18.2357195530092,0.689481870989326,5.55087361934095
"286","LLT-2-T-30-L-D2","LLT-2",2,"T",30,"L","D2",793,48.3361251063273,"LLT-2-T-30-L",48.3361251063273,0.902279549098557,18.4418853864026
"287","LLT-2-T-30-M-D2","LLT-2",2,"T",30,"M","D2",793,16.8053435914637,"LLT-2-T-30-M",16.8053435914637,0.753716451060898,7.0156843342448
"288","LLT-2-T-30-T-D2","LLT-2",2,"T",30,"T","D2",793,18.0482732014962,"LLT-2-T-30-T",18.0482732014962,0.804183224012289,8.94400100099621
