"","ID","Location","site_num","Tapping","Tree_num","C_pos.","Device","nm","refl","Tree_ID","r800","NDVI","SR","MCARI","G","TCARI","SPRI","PRI","SIPI","ARI1","ARI2","CRI1","CRI2"
"55","AW-1-T-15-L-D2","AW-1",1,"T",15,"L","D2",793,0.409763386921961,"AW-1-T-15-L",0.409763386921961,0.63717872698358,4.52584554548584,0.143557367593021,1.88159840478099,0.232826520407643,0.799513603993934,0.0135786986875947,0.640297055537011,-0.0321430700352066,-0.013171053243696,3.17235582579624,3.14021275576103
"56","AW-1-T-15-M-D2","AW-1",1,"T",15,"M","D2",793,0.386739568661454,"AW-1-T-15-M",0.386739568661454,0.668642472551091,5.02410091479063,0.144832707030877,1.95243452930723,0.223252525910237,0.895999291824213,0.0223916730620337,0.655534298425553,-0.0883395863490488,-0.0341644135203624,3.77911257070349,3.69077298435444
"57","AW-1-T-15-T-D2","AW-1",1,"T",15,"T","D2",793,0.397912556773001,"AW-1-T-15-T",0.397912556773001,0.666697046908052,4.98117801214958,0.145189720699104,2.00083420344733,0.226305440367846,0.854392718111803,0.0201199913140237,0.655884348088179,-0.0841658400151024,-0.0334906445933568,3.47876064855758,3.39459480854248
"58","AW-1-T-18-L-D2","AW-1",1,"T",18,"L","D2",793,0.392553608042458,"AW-1-T-18-L",0.392553608042458,0.560997295090838,3.52373688401947,0.120972692410388,1.59942042758147,0.21225406090516,0.678825907895548,-0.00993782305677903,0.59342270123504,0.373462352535119,0.146603993955685,2.31295218409425,2.68641453662937
"59","AW-1-T-18-M-D2","AW-1",1,"T",18,"M","D2",793,0.425890939313338,"AW-1-T-18-M",0.425890939313338,0.53885538517383,3.32069618039239,0.173608338947035,1.78289119295498,0.292472086893074,0.714508829495893,-0.00143777577393417,0.55007721433764,0.0731742221803637,0.031164238217918,1.81984148212919,1.89301570430956
"60","AW-1-T-18-T-D2","AW-1",1,"T",18,"T","D2",793,0.408985610607087,"AW-1-T-18-T",0.408985610607087,0.484852238155309,2.88389906809831,0.164622775621355,1.68794708591962,0.28766426097648,0.574182927213488,-0.00362989949651201,0.510012740364874,0.150038423723228,0.0613635563409691,1.48107941370867,1.6311178374319
"61","AW-1-T-21-L-D2","AW-1",1,"T",21,"L","D2",793,0.404206468912351,"AW-1-T-21-L",0.404206468912351,0.657955586083283,4.82737276946736,0.127749775165767,1.85709999080044,0.210706434216005,0.905502396325025,0.0237099710643353,0.649466781096215,-0.0964431912944761,-0.0389829618037786,3.27597016838721,3.17952697709274
"62","AW-1-T-21-M-D2","AW-1",1,"T",21,"M","D2",793,0.375259515570934,"AW-1-T-21-M",0.375259515570934,0.609344028255347,4.10033812930497,0.140105041676316,1.84535762144902,0.227131137651815,0.780022472636033,0.0111748618402275,0.610226319362605,0.103323152489472,0.0387729961504611,2.88860237605336,2.99192552854283
"63","AW-1-T-21-T-D2","AW-1",1,"T",21,"T","D2",793,0.37157090057476,"AW-1-T-21-T",0.37157090057476,0.705276657047567,5.77209980008831,0.154613826693411,2.15190977201964,0.221289050659286,0.87515129677882,0.0197399029920752,0.689575508943495,-0.19932906589486,-0.0740648805252788,4.78301452639648,4.58368546050162
"64","AW-1-T-24-L-D2","AW-1",1,"T",24,"L","D2",793,0.384195050519657,"AW-1-T-24-L",0.384195050519657,0.638366042924712,4.53165661493882,0.149574105035361,1.89671182953004,0.231726467654657,0.772697002581967,0.0148656568796752,0.639744385060733,0.10607064652731,0.0407518174012125,3.2823412085773,3.38841185510461
"65","AW-1-T-24-M-D2","AW-1",1,"T",24,"M","D2",793,0.386991118713957,"AW-1-T-24-M",0.386991118713957,0.664759474377266,4.94173118143345,0.1798067824626,2.2048243918445,0.262620525936406,0.819680248210738,0.0162505546686063,0.651066172204128,-0.219900446916463,-0.0850995199579011,3.6013495091663,3.38144906224984
"66","AW-1-T-24-T-D2","AW-1",1,"T",24,"T","D2",793,0.410396716826265,"AW-1-T-24-T",0.410396716826265,0.585977031648242,3.8197137500448,0.16197647796288,1.85813318086555,0.265849300943054,0.710859349684062,0.00297225209154474,0.592569460022998,0.0116742409431208,0.00479107015449552,2.40218717426399,2.41386141520711
"67","AW-1-T-27-L-D2","AW-1",1,"T",27,"L","D2",793,0.424814505831276,"AW-1-T-27-L",0.424814505831276,0.609236519923402,4.14150088231962,0.168817701817588,1.92101662489965,0.27044362217526,0.782831314119528,0.0128375406261795,0.615124229546331,-0.022736377350375,-0.00965874290849299,2.70739900686046,2.68466262951008
"68","AW-1-T-27-M-D2","AW-1",1,"T",27,"M","D2",793,0.398383541513593,"AW-1-T-27-M",0.398383541513593,0.627561567702182,4.35040653264904,0.19413489202765,2.11435575931588,0.288417305371678,0.760911053457412,0.0146695490644335,0.620435208442715,-0.0979238075165245,-0.0390112332369284,2.82819015491855,2.73026634740203
"69","AW-1-T-27-T-D2","AW-1",1,"T",27,"T","D2",793,0.404696514457404,"AW-1-T-27-T",0.404696514457404,0.569357948453947,3.61295230277936,0.181418630041497,1.92714206886444,0.294238671239779,0.751988430524077,0.0145653764494551,0.556689866182967,-0.0884775477328175,-0.0358065551752098,1.90573793265803,1.81726038492521
"70","AW-1-T-30-L-D2","AW-1",1,"T",30,"L","D2",793,0.376001002755657,"AW-1-T-30-L",0.376001002755657,0.553563823765758,3.46851435242793,0.129417058803969,1.6712454299972,0.221932610359934,0.620900093575753,-0.00593800221199422,0.583039033455627,0.316623075190415,0.119050593767176,2.26455931619859,2.58118239138901
"71","AW-1-T-30-M-D2","AW-1",1,"T",30,"M","D2",793,0.374290979287809,"AW-1-T-30-M",0.374290979287809,0.573982347434675,3.66926300894648,0.137904898614975,1.73820604327319,0.229522198301429,0.622326474649377,-0.00608092463555431,0.605700342954241,0.235435721232163,0.0881214666593178,2.57188801645652,2.80732373768868
"72","AW-1-T-30-T-D2","AW-1",1,"T",30,"T","D2",793,0.386678231115193,"AW-1-T-30-T",0.386678231115193,0.599653794343788,3.98694631553353,0.156885818532047,1.88892888281252,0.25126568548795,0.704833895695172,0.0104677319427202,0.609939493287522,0.0379655854320244,0.014680465418108,2.7029106149188,2.74087620035082
"73","DG-1-I-03-L-D2","DG-1",1,"I",3,"L","D2",793,30.5998159781712,"DG-1-I-03-L",30.5998159781712,0.713586722893338,6.23228761997141,9.84881455417669,2.57186717737305,17.0156114532695,0.704870692061555,0.074627800815726,0.691194736093852,-0.0253825543889238,-0.77670149335699,0.0502789085435005,0.0248963541545767
"74","DG-1-I-03-M-D2","DG-1",1,"I",3,"M","D2",793,20.7511883142519,"DG-1-I-03-M",20.7511883142519,0.761271905433006,7.65291522931976,10.0788339131346,2.89272293155297,13.3746211842714,0.924179574232397,0.0406474484646211,0.731747396602472,-0.0221525391478512,-0.459691511495898,0.109320381422267,0.0871678422744155
"75","DG-1-I-03-T-D2","DG-1",1,"I",3,"T","D2",793,21.2262845485015,"DG-1-I-03-T",21.2262845485015,0.668017674297485,5.11450170841339,9.26674004993554,2.25477372623608,14.1086663153459,0.912137565433588,0.0275547726800735,0.640295187538435,-0.0107591835328219,-0.22837749117723,0.0622777797995532,0.0515185962667313
"76","DG-1-I-06-L-D2","DG-1",1,"I",6,"L","D2",793,18.9952161587527,"DG-1-I-06-L",18.9952161587527,0.739486712456484,6.88902134019335,7.06854840695415,2.32048879214126,10.1798801579166,0.925931050067216,0.0374531413378073,0.718681582386015,-0.0127578745565402,-0.242338584927732,0.102426662690864,0.0896687881343236
"77","DG-1-I-06-M-D2","DG-1",1,"I",6,"M","D2",793,22.2749699879952,"DG-1-I-06-M",22.2749699879952,0.780578066890183,8.32826707491669,8.34522279784168,2.53114337890595,11.3562417862181,0.900573839157268,0.0389119686763259,0.760741079352464,-0.0151546871955396,-0.337570202458101,0.112148296305842,0.0969936091103021
"78","DG-1-I-06-T-D2","DG-1",1,"I",6,"T","D2",793,21.8989750228387,"DG-1-I-06-T",21.8989750228387,0.64851126376814,4.82244728319115,7.0491497368164,2.00448102425978,11.9523934165731,0.755271832637896,0.0213206436092335,0.639272949828519,-0.00937691471478792,-0.205344821130429,0.0555933113454523,0.0462163966306644
"79","DG-1-I-09-L-D2","DG-1",1,"I",9,"L","D2",793,20.9708255066733,"DG-1-I-09-L",20.9708255066733,0.714234201584632,6.26128186648059,6.93090643619028,2.13919579373033,10.5820061462215,0.794924183821637,0.0257290374687213,0.705593254006967,-0.00787270447617189,-0.165097111835406,0.0858154064204605,0.0779427019442886
"80","DG-1-I-09-M-D2","DG-1",1,"I",9,"M","D2",793,21.2003981033754,"DG-1-I-09-M",21.2003981033754,0.649674230571652,4.84602559252054,6.86523066316512,1.89133366776311,11.2243797654987,0.738035281729789,0.0182934784388773,0.651360606242718,-0.00183274497389023,-0.0388549230684332,0.0585833921508682,0.056750647176978
"81","DG-1-I-09-T-D2","DG-1",1,"I",9,"T","D2",793,20.9322903508289,"DG-1-I-09-T",20.9322903508289,0.685324141558457,5.58897804650754,8.61412917187956,2.25910725643464,12.8788895069281,0.866810584451647,0.0131176872167669,0.664089755398404,-0.00995308835318812,-0.208340935296387,0.0758267660417708,0.0658736776885827
"82","DG-1-I-12-L-D2","DG-1",1,"I",12,"L","D2",793,40.6026369794599,"DG-1-I-12-L",40.6026369794599,0.755438358312692,7.53482066920572,9.94917001680894,2.52272759675402,17.8609147248089,0.740691976240464,0.104935964894358,0.709143679143621,-0.0259543325562098,-1.05381434282397,0.0342974192955888,0.00834308673937896
