"","Time","Name","GPS","NDVI","SR","OSAVI","ZMI","Ctr2","Lic1","GM2","MCARI1","G","MCARI","TCARI","TVI","SPRI","NPQI","PRI","NPCI","Ctr1","Lic2","SIPI","GM1","ARI1","ARI2","CRI1","CRI2","Date","Datetime","ID","Location","site_num","Tapping","Tree_num","C_pos.","Device","ID2","Tree_ID","Coordinates"
"V23...52","25/06/2024 11:02","AW-1-I-24-T-D2","12° 41.7781' N  36° 18.8325' E",0.593898743,"3.924880108",0.58265565,"1.736553605","0.306808914","0.657810671","2.541323348",0.599392768,"1.882948866","0.14421173","-0.138676375","22.53092991","0.856017549","-0.050644984",0.019427414,"0.077576018","1.804429453","0.713228552","0.655567096","2.532595463",-0.02131062,"-0.008960034",3.215953821,"3.194643201",2024-06-25,2024-06-25 11:02:00,"AW-1-I-24-T-D2","AW-1","1","I","24","T","D2","AW-02-I-24-T-D2","AW-1-I-24-T","12° 41.7781' N  36° 18.8325' E"
"V24...53","25/06/2024 11:02","AW-1-I-24-M-D2","12° 41.7781' N  36° 18.8325' E",0.601754054,"4.022022248",0.586999068,"1.699120559","0.305785085","0.670283016","2.530662026",0.565109044,"1.993260617","0.158181648","-0.136317027","21.27396396","0.876049371","-0.025861618",0.026253203,"0.066070025","1.842615466","0.727682014","0.672001476","2.564645732",0.090244131,"0.034930013",3.945126074,"4.035370205",2024-06-25,2024-06-25 11:02:00,"AW-1-I-24-M-D2","AW-1","1","I","24","M","D2","AW-02-I-24-M-D2","AW-1-I-24-M","12° 41.7781' N  36° 18.8325' E"
"V25...54","25/06/2024 11:03","AW-1-I-24-L-D2","12° 41.7781' N  36° 18.8325' E",0.508439868,"3.068678213",0.540429576,"1.614448415","0.38442747","0.600082749","2.166254262",0.605115397,"1.768293053","0.161973739","-0.158037525","22.72314393","0.809220269","-0.029073676",0.004264284,"0.105448592","1.993420923","0.675638488","0.601774054","2.256588101",0.208380749,"0.092380174",2.255704766,"2.464085515",2024-06-25,2024-06-25 11:03:00,"AW-1-I-24-L-D2","AW-1","1","I","24","L","D2","AW-02-I-24-L-D2","AW-1-I-24-L","12° 41.7781' N  36° 18.8325' E"
"V26...55","25/06/2024 11:04","AW-1-I-27-T-D2","12° 41.7806' N  36° 18.8344' E",0.563726653,"3.584281879",0.586835415,"1.608312801","0.333854773","0.668253322","2.332443965",0.649188382,"2.222443596","0.200008582","-0.179832311","24.1491054","0.854750674","-0.035853465",0.017789243,"0.078312049","2.016656448","0.688124863","0.651316207","2.23854261",-0.22304035,"-0.095309453",3.277718488,"3.054678138",2024-06-25,2024-06-25 11:04:00,"AW-1-I-27-T-D2","AW-1","1","I","27","T","D2","AW-02-I-27-T-D2","AW-1-I-27-T","12° 41.7806' N  36° 18.8344' E"
"V27...56","25/06/2024 11:04","AW-1-I-27-M-D2","12° 41.7806' N  36° 18.8344' E",0.484608568,"2.880545686",0.515816839,"1.547680164","0.404608136","0.583657499","2.054785243",0.560873452,"1.776830664","0.154950417","-0.154444613","20.89541796","0.680441378","-0.039815836",0.005844836,"0.190163505","2.278013499","0.583449729","0.597782238","2.13772351",0.205211082,"0.085492021",2.259572901,"2.464783982",2024-06-25,2024-06-25 11:04:00,"AW-1-I-27-M-D2","AW-1","1","I","27","M","D2","AW-02-I-27-M-D2","AW-1-I-27-M","12° 41.7806' N  36° 18.8344' E"
"V28...57","25/06/2024 11:04","AW-1-I-27-L-D2","12° 41.7806' N  36° 18.8344' E",0.587117899,"3.843997826",0.579647035,"1.745692237","0.308519968","0.655275669","2.550471871",0.611225587,"1.878775681","0.135258535","-0.140243032","22.82486135","0.901533149","-0.00654193",0.018044368,"0.051782874","1.799088612","0.75145103","0.645483078","2.501177325",-0.117462047,"-0.05090478",3.119515922,"3.002053875",2024-06-25,2024-06-25 11:04:00,"AW-1-I-27-L-D2","AW-1","1","I","27","L","D2","AW-02-I-27-L-D2","AW-1-I-27-L","12° 41.7806' N  36° 18.8344' E"
"V29...58","25/06/2024 11:06","AW-1-I-30-T-D2","12° 41.7806' N  36° 18.8344' E",0.548121059,"3.425964169",0.570271602,"1.581650209","0.347916468","0.648913905","2.261216245",0.62601327,"2.131367617","0.193494769","-0.175346519","23.39404616","0.84617553","-0.0559509",0.017280101,"0.083320609","1.980849065","0.668990315","0.635490242","2.193173974",-0.164703513,"-0.068550815",3.048992519,"2.884289006",2024-06-25,2024-06-25 11:06:00,"AW-1-I-30-T-D2","AW-1","1","I","30","T","D2","AW-02-I-30-T-D2","AW-1-I-30-T","12° 41.7806' N  36° 18.8344' E"
"V30...59","25/06/2024 11:06","AW-1-I-30-M-D2","12° 41.7806' N  36° 18.8344' E",0.552708722,"3.471359268",0.591180114,"1.602757645","0.343351136","0.657123502","2.273586158",0.680225895,"2.17470108","0.218485295","-0.192469682","25.17628089","0.850922264","-0.048378726",0.014004759,"0.080542408","1.998891936","0.698086644","0.639483988","2.206660246",-0.15251019,"-0.068375167",3.071733499,"2.919223309",2024-06-25,2024-06-25 11:06:00,"AW-1-I-30-M-D2","AW-1","1","I","30","M","D2","AW-02-I-30-M-D2","AW-1-I-30-M","12° 41.7806' N  36° 18.8344' E"
"V31...60","25/06/2024 11:07","AW-1-I-30-L-D2","12° 41.7806' N  36° 18.8344' E",0.57913503,"3.752118002",0.588608718,"1.732037137","0.306151323","0.663850766","2.49627505",0.622448215,"2.011290049","0.165070063","-0.153123727","23.41691514","0.850470677","-0.016487109",0.017071247,"0.080806102","1.785724639","0.739269065","0.652758859","2.444090666",-0.125074821,"-0.053410913",3.307596551,"3.18252173",2024-06-25,2024-06-25 11:07:00,"AW-1-I-30-L-D2","AW-1","1","I","30","L","D2","AW-02-I-30-L-D2","AW-1-I-30-L","12° 41.7806' N  36° 18.8344' E"
"V2...61","25/06/2024 10:25","AW-1-O-1-T-D1","12° 41.7893' N  36° 18.8191' E",0.360833536,"2.129075309",0.465477892,"1.416477735","0.46949582","0.514956417","1.801523163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:25:00,"AW-1-O-1-T-D1","AW-1","1","O","1","T","D1","AW-1-O-02-T-D1","AW-1-O-1-T","12° 41.7893' N  36° 18.8191' E"
"V3...62","25/06/2024 10:26","AW-1-O-1-M-D1","12° 41.7893' N  36° 18.8191' E",0.366368862,"2.156410536",0.467767833,"1.458804675","0.470336778","0.513990739","1.825883875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:26:00,"AW-1-O-1-M-D1","AW-1","1","O","1","M","D1","AW-1-O-02-M-D1","AW-1-O-1-M","12° 41.7893' N  36° 18.8191' E"
"V4...63","25/06/2024 10:26","AW-1-O-1-L-D1","12° 41.7893' N  36° 18.8191' E",0.464697403,"2.736204552",0.546976731,"1.676737721","0.364437947","0.611535042","2.250036801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:26:00,"AW-1-O-1-L-D1","AW-1","1","O","1","L","D1","AW-1-O-02-L-D1","AW-1-O-1-L","12° 41.7893' N  36° 18.8191' E"
"V5...64","25/06/2024 10:27","AW-1-O-2-T-D1","12° 41.7893' N  36° 18.8191' E",0.413947634,"2.41266432",0.52597469,"1.520960829","0.410978134","0.572274775","2.008956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:27:00,"AW-1-O-2-T-D1","AW-1","1","O","2","T","D1","AW-1-O-02-T-D1","AW-1-O-2-T","12° 41.7893' N  36° 18.8191' E"
"V6...65","25/06/2024 10:27","AW-1-O-2-M-D1","12° 41.7893' N  36° 18.8191' E",0.421232462,"2.455618828",0.530365626,"1.525697176","0.404394469","0.583040921","2.031083373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:27:00,"AW-1-O-2-M-D1","AW-1","1","O","2","M","D1","AW-1-O-02-M-D1","AW-1-O-2-M","12° 41.7893' N  36° 18.8191' E"
"V7...66","25/06/2024 10:27","AW-1-O-2-L-D1","12° 41.7893' N  36° 18.8191' E",0.415864814,"2.42386497",0.540029416,"1.431843162","0.421244472","0.585974341","1.918814112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:27:00,"AW-1-O-2-L-D1","AW-1","1","O","2","L","D1","AW-1-O-02-L-D1","AW-1-O-2-L","12° 41.7893' N  36° 18.8191' E"
"V8...67","25/06/2024 10:28","AW-1-O-3-T-D1","12° 41.7813' N  36° 18.8127' E",0.352895128,"2.09068914",0.467656075,"1.423918025","0.468554069","0.50324193","1.809829419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:28:00,"AW-1-O-3-T-D1","AW-1","1","O","3","T","D1","AW-1-O-02-T-D1","AW-1-O-3-T","12° 41.7813' N  36° 18.8127' E"
"V9...68","25/06/2024 10:28","AW-1-O-3-M-D1","12° 41.7813' N  36° 18.8127' E",0.373329729,"2.191471004",0.481840089,"1.398678523","0.470802066","0.527883627","1.786067316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:28:00,"AW-1-O-3-M-D1","AW-1","1","O","3","M","D1","AW-1-O-02-M-D1","AW-1-O-3-M","12° 41.7813' N  36° 18.8127' E"
"V10...69","25/06/2024 10:28","AW-1-O-3-L-D1","12° 41.7813' N  36° 18.8127' E",0.397692536,"2.320563198",0.498663325,"1.420339078","0.434633601","0.566323324","1.881097319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:28:00,"AW-1-O-3-L-D1","AW-1","1","O","3","L","D1","AW-1-O-02-L-D1","AW-1-O-3-L","12° 41.7813' N  36° 18.8127' E"
"V11...70","25/06/2024 10:29","AW-1-O-4-T-D1","12° 41.7813' N  36° 18.8127' E",0.354173388,"2.096806423",0.463979314,"1.438847659","0.475396284","0.510327611","1.799272966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:29:00,"AW-1-O-4-T-D1","AW-1","1","O","4","T","D1","AW-1-O-02-T-D1","AW-1-O-4-T","12° 41.7813' N  36° 18.8127' E"
"V12...71","25/06/2024 10:29","AW-1-O-4-M-D1","12° 41.7813' N  36° 18.8127' E",0.387916142,"2.267526132",0.518073436,"1.396031268","0.441785019","0.575701719","1.840991262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:29:00,"AW-1-O-4-M-D1","AW-1","1","O","4","M","D1","AW-1-O-02-M-D1","AW-1-O-4-M","12° 41.7813' N  36° 18.8127' E"
"V13...72","25/06/2024 10:29","AW-1-O-4-L-D1","12° 41.7813' N  36° 18.8127' E",0.332990698,"1.998458931",0.473376841,"1.299375576","0.503315271","0.53382347","1.644462135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 10:29:00,"AW-1-O-4-L-D1","AW-1","1","O","4","L","D1","AW-1-O-02-L-D1","AW-1-O-4-L","12° 41.7813' N  36° 18.8127' E"
"V2...73","25/06/2024 11:10","AW-1-O-1-T-D2","12° 41.7906' N  36° 18.8176' E",0.449419093,"2.632526982",0.523104564,"1.497632278","0.420221055","0.569207485","1.973438316",0.693986463,"1.909397206","0.198576215","-0.211704294","25.4930537","0.866837508","-0.061780368",0.009992911,"0.071330521","1.821026258","0.740724269","0.545442671","1.903495209",-0.144998478,"-0.070824774",1.583774883,"1.438776405",2024-06-25,2024-06-25 11:10:00,"AW-1-O-1-T-D2","AW-1","1","O","1","T","D2","AW-1-O-02-T-D2","AW-1-O-1-T","12° 41.7906' N  36° 18.8176' E"
"V3...74","25/06/2024 11:11","AW-1-O-1-M-D2","12° 41.7906' N  36° 18.8176' E",0.410838114,"2.394652723",0.472544344,"1.443198168","0.482058032","0.509882766","1.791496374",0.594656478,"1.579456967","0.174655318","-0.186268875","22.26593915","0.749425717","-0.057828845",-0.0081415,"0.143232308","2.078068903","0.628076845","0.528099648","1.974413126",0.389132453,"0.187196991",1.416979368,"1.806111821",2024-06-25,2024-06-25 11:11:00,"AW-1-O-1-M-D2","AW-1","1","O","1","M","D2","AW-1-O-02-M-D2","AW-1-O-1-M","12° 41.7906' N  36° 18.8176' E"
"V4...75","25/06/2024 11:11","AW-1-O-1-L-D2","12° 41.7906' N  36° 18.8176' E",0.495442648,"2.963870492",0.559626619,"1.634442758","0.378699737","0.610863515","2.182344313",0.716854545,"1.977492563","0.190312517","-0.198303923","26.45603807","1.023045976","-0.018263258",0.020939002,"-0.011391722","1.498875312","0.825894749","0.568193923","2.08830919",-0.192531589,"-0.095917803",1.569928982,"1.377397393",2024-06-25,2024-06-25 11:11:00,"AW-1-O-1-L-D2","AW-1","1","O","1","L","D2","AW-1-O-02-L-D2","AW-1-O-1-L","12° 41.7906' N  36° 18.8176' E"
"V5...76","25/06/2024 11:12","AW-1-O-2-T-D2","12° 41.7906' N  36° 18.8176' E",0.463855162,"2.730335268",0.536887751,"1.518292445","0.415371567","0.583516531","1.997780254",0.726662973,"1.95876771","0.216136312","-0.220134578","26.82457394","1.014140112","-0.013307559",0.016730356,"-0.007020421","1.543423945","0.801829482","0.541900422","1.932048464",-0.131500968,"-0.066820749",1.473086828,"1.34158586",2024-06-25,2024-06-25 11:12:00,"AW-1-O-2-T-D2","AW-1","1","O","2","T","D2","AW-1-O-02-T-D2","AW-1-O-2-T","12° 41.7906' N  36° 18.8176' E"
"V6...77","25/06/2024 11:12","AW-1-O-2-M-D2","12° 41.7906' N  36° 18.8176' E",0.400169783,"2.334276841",0.480737621,"1.417917026","0.481689696","0.512541739","1.787768333",0.680473085,"1.690079365","0.20482186","-0.22417702","25.40884228","0.831713891","-0.010720088",-0.001169186,"0.091873578","1.801006992","0.675061819","0.512379972","1.847615302",0.115663554,"0.060589771",1.310938823,"1.426602378",2024-06-25,2024-06-25 11:12:00,"AW-1-O-2-M-D2","AW-1","1","O","2","M","D2","AW-1-O-02-M-D2","AW-1-O-2-M","12° 41.7906' N  36° 18.8176' E"
"V7...78","25/06/2024 11:12","AW-1-O-2-L-D2","12° 41.7906' N  36° 18.8176' E",0.434909842,"2.539258246",0.51803499,"1.377974877","0.45916355","0.570190015","1.795780336",0.685420117,"2.053988791","0.261492272","-0.231075948","25.37173277","0.866504436","-0.008762261",0.009948599,"0.071521697","1.818386102","0.675900616","0.548132914","1.821715965",0.055455535,"0.026217058",1.867866542,"1.923322077",2024-06-25,2024-06-25 11:12:00,"AW-1-O-2-L-D2","AW-1","1","O","2","L","D2","AW-1-O-02-L-D2","AW-1-O-2-L","12° 41.7906' N  36° 18.8176' E"
"V8...79","25/06/2024 11:14","AW-1-O-3-T-D2","12° 41.7810' N  36° 18.8122' E",0.364442627,"2.146844149",0.448282388,"1.377449488","0.505069281","0.474740618","1.709101629",0.688473189,"1.652452785","0.194756769","-0.252139185","25.48295374","0.799157685","-0.102673348",-0.005004946,"0.111631302","1.921182715","0.697147559","0.47434132","1.701141563",-0.014781185,"-0.007986812",1.107897513,"1.093116328",2024-06-25,2024-06-25 11:14:00,"AW-1-O-3-T-D2","AW-1","1","O","3","T","D2","AW-1-O-02-T-D2","AW-1-O-3-T","12° 41.7810' N  36° 18.8122' E"
"V9...80","25/06/2024 11:14","AW-1-O-3-M-D2","12° 41.7810' N  36° 18.8122' E",0.474544484,"2.806221345",0.536281264,"1.499229581","0.410765995","0.57737826","2.010785204",0.705520143,"1.91584107","0.212059739","-0.210455284","26.30812166","0.889522103","-0.019114921",0.017160475,"0.058468698","1.618030397","0.745386178","0.560632037","1.985851268",-0.050631774,"-0.025308169",1.755288531,"1.704656758",2024-06-25,2024-06-25 11:14:00,"AW-1-O-3-M-D2","AW-1","1","O","3","M","D2","AW-1-O-02-M-D2","AW-1-O-3-M","12° 41.7810' N  36° 18.8122' E"
"V10...81","25/06/2024 11:14","AW-1-O-3-L-D2","12° 41.7810' N  36° 18.8122' E",0.450470662,"2.639478114",0.531266125,"1.414399568","0.432897844","0.572625904","1.879892183",0.729669973,"2.017375097","0.248870375","-0.236353687","26.72306977","0.965170163","0.00615461",0.014121351,"0.017723573","1.658413873","0.753905091","0.545628635","1.833544293",-0.094424125,"-0.046769622",1.660762968,"1.566338843",2024-06-25,2024-06-25 11:14:00,"AW-1-O-3-L-D2","AW-1","1","O","3","L","D2","AW-1-O-02-L-D2","AW-1-O-3-L","12° 41.7810' N  36° 18.8122' E"
"V11...82","25/06/2024 11:15","AW-1-O-4-T-D2","12° 41.7790' N  36° 18.8127' E",0.403320806,"2.35188493",0.492013915,"1.457780538","0.466415215","0.527497196","1.831317048",0.722400525,"1.808676642","0.206814086","-0.239135953","26.50819147","0.861644636","-0.07820064",0.000999997,"0.074318891","1.903679735","0.716813573","0.504667505","1.78175974",-0.094547772,"-0.050348457",1.186133296,"1.091585524",2024-06-25,2024-06-25 11:15:00,"AW-1-O-4-T-D2","AW-1","1","O","4","T","D2","AW-1-O-02-T-D2","AW-1-O-4-T","12° 41.7790' N  36° 18.8127' E"
"V12...83","25/06/2024 11:15","AW-1-O-4-M-D2","12° 41.7790' N  36° 18.8127' E",0.475255665,"2.811379878",0.556203683,"1.418540196","0.424623024","0.600698465","1.91460311",0.75990128,"2.185100075","0.288627422","-0.255348434","27.98480219","0.963491515","0.000106937",0.021419832,"0.018593656","1.717294771","0.719267415","0.571555173","1.857512641",-0.11578138,"-0.057667875",1.895717266,"1.779935886",2024-06-25,2024-06-25 11:15:00,"AW-1-O-4-M-D2","AW-1","1","O","4","M","D2","AW-1-O-02-M-D2","AW-1-O-4-M","12° 41.7790' N  36° 18.8127' E"
"V13...84","25/06/2024 11:15","AW-1-O-4-L-D2","12° 41.7790' N  36° 18.8127' E",0.354519453,"2.098466729",0.469468025,"1.246841278","0.544765319","0.522832236","1.545964625",0.645255441,"1.964902462","0.281328816","-0.243461999","23.34556312","0.804240539","-0.013175348",-0.011356648,"0.108499647","2.098412619","0.608030754","0.51005864","1.619353687",0.16411812,"0.074448285",1.611591828,"1.775709948",2024-06-25,2024-06-25 11:15:00,"AW-1-O-4-L-D2","AW-1","1","O","4","L","D2","AW-1-O-02-L-D2","AW-1-O-4-L","12° 41.7790' N  36° 18.8127' E"
"V2...85","25/06/2024 09:17","AW-1-T-03-T-D1","12° 41.7805' N  36° 18.8301' E",0.548312135,"3.427836463",0.590283576,"1.748569593","0.301810038","0.665549115","2.584593004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:17:00,"AW-1-T-03-T-D1","AW-1","1","T","03","T","D1","AW-02-T-03-T-D1","AW-1-T-03-T","12° 41.7805' N  36° 18.8301' E"
"V3...86","25/06/2024 09:18","AW-1-T-03-M-D1","12° 41.7805' N  36° 18.8301' E",0.526279948,"3.221902775",0.562678108,"1.732693221","0.319960627","0.648988124","2.478413218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:18:00,"AW-1-T-03-M-D1","AW-1","1","T","03","M","D1","AW-02-T-03-M-D1","AW-1-T-03-M","12° 41.7805' N  36° 18.8301' E"
"V4...87","25/06/2024 09:19","AW-1-T-03-L-D1","12° 41.7805' N  36° 18.8301' E",0.478676854,"2.836392099",0.533189101,"1.665418783","0.36633422","0.611120026","2.255913318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:19:00,"AW-1-T-03-L-D1","AW-1","1","T","03","L","D1","AW-02-T-03-L-D1","AW-1-T-03-L","12° 41.7805' N  36° 18.8301' E"
"V5...88","25/06/2024 09:23","AW-1-T-06-T-D1","12° 41.7816' N  36° 18.8268' E",0.592521359,"3.908232724",0.6186116,"1.847863421","0.257258544","0.728799258","2.887319219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:23:00,"AW-1-T-06-T-D1","AW-1","1","T","06","T","D1","AW-02-T-06-T-D1","AW-1-T-06-T","12° 41.7816' N  36° 18.8268' E"
"V6...89","25/06/2024 09:24","AW-1-T-06-M-D1","12° 41.7816' N  36° 18.8268' E",0.506827544,"3.055376524",0.545534914,"1.687993438","0.330159127","0.632888182","2.408770597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:24:00,"AW-1-T-06-M-D1","AW-1","1","T","06","M","D1","AW-02-T-06-M-D1","AW-1-T-06-M","12° 41.7816' N  36° 18.8268' E"
"V7...90","25/06/2024 09:25","AW-1-T-06-L-D1","12° 41.7816' N  36° 18.8268' E",0.442769771,"2.589180733",0.504219266,"1.591802124","0.399928367","0.572370401","2.092469231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:25:00,"AW-1-T-06-L-D1","AW-1","1","T","06","L","D1","AW-02-T-06-L-D1","AW-1-T-06-L","12° 41.7816' N  36° 18.8268' E"
"V8...91","25/06/2024 09:27","AW-1-T-09-T-D1","12° 41.7816' N  36° 18.8268' E",0.516016946,"3.132376089",0.573361172,"1.714120605","0.320360404","0.651222528","2.466083198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:27:00,"AW-1-T-09-T-D1","AW-1","1","T","09","T","D1","AW-02-T-09-T-D1","AW-1-T-09-T","12° 41.7816' N  36° 18.8268' E"
"V9...92","25/06/2024 09:28","AW-1-T-09-M-D1","12° 41.7845' N  36° 18.8260' E",0.529323964,"3.249207195",0.557782179,"1.741891254","0.306109945","0.665305863","2.546548704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:28:00,"AW-1-T-09-M-D1","AW-1","1","T","09","M","D1","AW-02-T-09-M-D1","AW-1-T-09-M","12° 41.7845' N  36° 18.8260' E"
"V10...93","25/06/2024 09:28","AW-1-T-09-L-D1","12° 41.7845' N  36° 18.8260' E",0.500563986,"3.004516982",0.546773862,"1.70759462","0.3395796","0.622698612","2.390268589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:28:00,"AW-1-T-09-L-D1","AW-1","1","T","09","L","D1","AW-02-T-09-L-D1","AW-1-T-09-L","12° 41.7845' N  36° 18.8260' E"
"V11...94","25/06/2024 09:30","AW-1-T-12-T-D1","12° 41.7902' N  36° 18.8346' E",0.395160847,"2.306664244",0.48047781,"1.440088116","0.441143527","0.541842076","1.883353244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:30:00,"AW-1-T-12-T-D1","AW-1","1","T","12","T","D1","AW-02-T-12-T-D1","AW-1-T-12-T","12° 41.7902' N  36° 18.8346' E"
"V12...95","25/06/2024 09:30","AW-1-T-12-M-D1","12° 41.7902' N  36° 18.8346' E",0.502417288,"3.019432255",0.561442866,"1.667048889","0.331356578","0.640828233","2.381246198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:30:00,"AW-1-T-12-M-D1","AW-1","1","T","12","M","D1","AW-02-T-12-M-D1","AW-1-T-12-M","12° 41.7902' N  36° 18.8346' E"
"V13...96","25/06/2024 09:30","AW-1-T-12-L-D1","12° 41.7902' N  36° 18.8346' E",0.441780237,"2.582818335",0.501766526,"1.54333593","0.401285968","0.574583832","2.055782527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:30:00,"AW-1-T-12-L-D1","AW-1","1","T","12","L","D1","AW-02-T-12-L-D1","AW-1-T-12-L","12° 41.7902' N  36° 18.8346' E"
"V14...97","25/06/2024 09:32","AW-1-T-15-T-D1","12° 41.7931' N  36° 18.8411' E",0.43493033,"2.539386571",0.496644413,"1.539100514","0.407336277","0.579802177","2.033989837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:32:00,"AW-1-T-15-T-D1","AW-1","1","T","15","T","D1","AW-02-T-15-T-D1","AW-1-T-15-T","12° 41.7931' N  36° 18.8411' E"
"V15...98","25/06/2024 09:32","AW-1-T-15-M-D1","12° 41.7931' N  36° 18.8411' E",0.444855436,"2.602665197",0.502579305,"1.550831978","0.39926223","0.573161595","2.070705965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:32:00,"AW-1-T-15-M-D1","AW-1","1","T","15","M","D1","AW-02-T-15-M-D1","AW-1-T-15-M","12° 41.7931' N  36° 18.8411' E"
"V16...99","25/06/2024 09:32","AW-1-T-15-L-D1","12° 41.7931' N  36° 18.8411' E",0.442895045,"2.589987813",0.48975343,"1.545228298","0.40339001","0.561455249","2.057600485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:32:00,"AW-1-T-15-L-D1","AW-1","1","T","15","L","D1","AW-02-T-15-L-D1","AW-1-T-15-L","12° 41.7931' N  36° 18.8411' E"
"V17...100","25/06/2024 09:35","AW-1-T-18-T-D1","12° 41.7899' N  36° 18.8418' E",0.38692426,"2.262239671",0.463778418,"1.450834921","0.454218768","0.52802012","1.859262158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:35:00,"AW-1-T-18-T-D1","AW-1","1","T","18","T","D1","AW-02-T-18-T-D1","AW-1-T-18-T","12° 41.7899' N  36° 18.8418' E"
"V18...101","25/06/2024 09:35","AW-1-T-18-M-D1","12° 41.7899' N  36° 18.8418' E",0.437287796,"2.554214721",0.512634173,"1.514609408","0.399591054","0.586326764","2.040426884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-25,2024-06-25 09:35:00,"AW-1-T-18-M-D1","AW-1","1","T","18","M","D1","AW-02-T-18-M-D1","AW-1-T-18-M","12° 41.7899' N  36° 18.8418' E"
